Registry,ID,Name,Type,Location,SDGs,Project Start Date,Credits Issued,Credits Retired,Project Website
CAR,CAR1621,Proyecto Forestal de Captura de Carbono del Ejido 20 de Noviembre,Forestry - MX,MX,[],4/30/2024,4034,0,http://No aplica
CAR,CAR1622,Proyecto Forestal de Captura de Carbono del Ejido Álvaro Obregón,Forestry - MX,MX,[],4/30/2024,10759,0,http://N/A
CAR,CAR1623,Proyecto Forestal de Captura de Carbono del Ejido Xmejia,Forestry - MX,MX,[],4/30/2024,9564,0,http://NA
CAR,CAR1593,Proyecto Forestal de Carbono Ejido Madera,Forestry - MX,MX,[],12/16/2022,9294,0,
CAR,CAR1381,RBS 2019,Improved Forest Management - ARB Compliance,US,[],2/15/2023,238195,0,
CAR,CAR886,Roseburg LFG Energy,Landfill Gas Capture/Combustion,US,[],11/30/2023,8786,0,
CAR,CAR1035,Scenic View Dairy Methane Reduction Project,Livestock - ARB Compliance,US,[],8/19/2022,20465,0,
CAR,CAR844,Sudbury Road Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],9/9/2024,11810,0,
CAR,CAR911,Surry County Landfill,Landfill Gas Capture/Combustion,US,[],1/29/2024,23747,0,
CAR,CAR768,"Terra Yazoo City  # 9, Nitrous Oxide Abatement Project",Nitric Acid N2O- Secondary Catalyst,US,[],5/8/2023,64073,0,
CAR,CAR491,TRR Landfill,Landfill Gas Capture/Combustion,US,[],2/9/2024,57147,0,
CAR,CAR1141,Van Eck Forest,Improved Forest Management - ARB Compliance,US,[],7/12/2023,10031,0,
CAR,CAR1291,Verwey Madera Dairy Digester,Livestock - ARB Compliance,US,[],3/8/2023,7716,0,
CAR,CAR1032,Virginia Highlands I,Improved Forest Management - ARB Compliance,US,[],10/18/2023,32750,0,
CAR,CAR1140,Willits Woods IFM,Improved Forest Management - ARB Compliance,US,[],8/9/2023,110267,0,
CAR,CAR1124,"Willow Point Dairy, LLC",Livestock - ARB Compliance,US,[],8/17/2022,11736,0,
CAR,CAR1728,"XICO2e Carbono Forestal  Ejido las Pintas, San Dimas, Durango, México",Forestry - MX,MX,[],12/22/2023,8217,0,
CAR,CAR1817,"XICO2e Carbono Forestal Ejido San Jose de Miravalles, Municipio de San Dimas, Estado de Durango, Mexico",Forestry - MX,MX,[],12/27/2023,6212,0,
CAR,CAR1710,"XICO2e Carbono Forestal Ejido Vencedores y Anexos, San Dimas, Durango, México",Forestry - MX,MX,[],12/27/2023,90770,0,http://https://www.facebook.com/people/Ejido-vencedores-y-anexos/100082818687916/
CAR,CAR993,Yurok Tribe/Forest Carbon Partners CKGG Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],11/7/2022,120325,0,http://www.forestcarbonpartners.com
CAR,CAR1481,A-Gas 2-2021,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],6/9/2021,56964,0,http://www.agasamericas.com
CAR,CAR1493,A-Gas 3-2021,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/8/2021,70708,0,http://www.agasamericas.com
CAR,CAR1498,A-Gas 4-2021,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/21/2022,60731,0,http://www.agasamericas.com
CAR,CAR1364,Alhuajoyucan - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,260,0,
CAR,CAR1547,Bienes Comunales San Pedro Ecatzingo,Forestry - MX,MX,[],11/28/2022,5369,0,
CAR,CAR1546,Bienes Comunales Santa Isabel Chalma,Forestry - MX,MX,[],11/29/2022,2431,0,
CAR,CAR1553,Bienes Comunales Santiago Cuautenco,Forestry - MX,MX,[],11/28/2022,4284,0,
CAR,CAR403,Black Warrior Solid Waste Facility,Landfill Gas Capture/Combustion,US,[],2/2/2023,28499,0,
CAR,CAR997,Blue Mountain Biogas,Livestock - ARB Compliance,US,[],11/19/2021,4570,0,
CAR,CAR1509,Bonos Comunitarios CO2-Candelaria II,Forestry - MX,MX,[],9/30/2022,5221,0,http://ninguna
CAR,CAR1508,Bonos Comunitarios CO2-El Naranjal,Forestry - MX,MX,[],9/30/2022,3899,0,http://ninguna
CAR,CAR1510,Bonos Comunitarios CO2-San Antonio Tuk,Forestry - MX,MX,[],9/30/2022,3694,0,http://ninguna
CAR,CAR1511,Bonos Comunitarios CO2_San Felipe Oriente,Forestry - MX,MX,[],9/30/2022,681,0,http://ninguna
CAR,CAR1013,Buckeye Forest Project,Improved Forest Management - ARB Compliance,US,[],5/12/2022,136322,0,
CAR,CAR1486,"CAPTURA DE CARBONO EN EL BOSQUE DE LA SOCIEDAD DE SOLIDARIDAD SOCIAL PIEDRA CANTEADA, NANACAMILPA  DE MARIANO  ARISTA, TLAXCALA,MEXICO",Forestry - MX,MX,[],2/18/2023,10492,0,http://www.piedracanteada.com.mx
CAR,CAR1455,"Captura de carbono en los Bosques de la Comunidad Indígena Nuevo San Juan Parangaricutiro, México.",Forestry - MX,MX,[],6/30/2022,41245,0,http://https://www.facebook.com/CINSJP/
CAR,CAR1325,Captura de Carbono Forestal Ejido San Lucas,Forestry - MX,MX,[],11/1/2022,3713,0,
CAR,CAR1522,Captura de carbono forestal en el ejido Amanalco de Becerra,Forestry - MX,MX,[],2/2/2023,1523,0,
CAR,CAR1529,Captura de carbono forestal en el ejido Capilla Vieja,Forestry - MX,MX,[],2/2/2023,175,0,
CAR,CAR1446,Captura de carbono forestal en el Ejido Corral de Piedra,Forestry - MX,MX,[],1/3/2023,782,0,
CAR,CAR1528,Captura de carbono forestal en el ejido La Candelaria,Forestry - MX,MX,[],2/2/2023,103,0,
CAR,CAR1526,Captura de carbono forestal en el ejido Nuevo San Juan Atezcapan,Forestry - MX,MX,[],2/2/2023,259,0,
CAR,CAR1521,Captura de carbono forestal en el ejido San Francisco Oxtotilpan,Forestry - MX,MX,[],2/2/2023,7190,0,
CAR,CAR1527,Captura de carbono forestal en el ejido San Miguel Sultepec,Forestry - MX,MX,[],2/2/2023,278,0,
CAR,CAR1523,Captura de carbono forestal en el ejido San Miguel Tenextepec,Forestry - MX,MX,[],2/2/2023,1589,0,
CAR,CAR1524,Captura de carbono forestal en los Bienes Comunales de San Miguel Ixtapan,Forestry - MX,MX,[],2/2/2023,1286,0,
CAR,CAR1525,Captura de carbono forestal en los Bienes Comunales de San Miguel Xoltepec,Forestry - MX,MX,[],2/2/2023,556,0,
CAR,CAR1333,Captura de Carbono San Bartolo O2,Forestry - MX,MX,[],7/21/2022,2913,0,http://www.icico.org.mx
CAR,CAR1514,Carbono Petcacab,Forestry - MX,MX,[],5/16/2022,18760,0,
CAR,CAR1123,"Central Sands Dairy, LLC",Livestock - ARB Compliance,US,[],11/3/2021,13040,0,
CAR,CAR1215,CF Ataya IFM,Improved Forest Management - ARB Compliance,US,[],8/18/2022,105892,0,
CAR,CAR1348,Chacalapa - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,335,0,
CAR,CAR1275,Chaput Family Farms,Livestock - ARB Compliance,US,[],6/28/2022,6582,0,
CAR,CAR1347,Cima de Togo - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,1604,0,
CAR,CAR1515,ClimeCo ODS Destruction 35,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/28/2022,122101,0,http://www.climeco.com
CAR,CAR785,Dubuque Metropolitan Sanitary Landfill,Landfill Gas Capture/Combustion,US,[],12/27/2022,26125,0,
CAR,CAR1542,Ejido Atopixco,Forestry - MX,MX,[],7/14/2022,2517,0,
CAR,CAR1435,Ejido Coatitila,Forestry - MX,MX,[],5/18/2022,663,0,
CAR,CAR1437,Ejido El Agua de Los Pescados y sus Anexos,Forestry - MX,MX,[],5/18/2022,189,0,
CAR,CAR1433,Ejido La Libertad,Forestry - MX,MX,[],5/18/2022,963,0,
CAR,CAR1545,Ejido La Selva,Forestry - MX,MX,[],7/11/2022,15297,0,
CAR,CAR1499,Ejido Las Vigas,Forestry - MX,MX,[],5/18/2022,3355,0,
CAR,CAR1543,Ejido Malila,Forestry - MX,MX,[],7/11/2022,506,0,
CAR,CAR1548,Ejido San Antonio de la Rinconada o Tlaltecahuacan,Forestry - MX,MX,[],11/28/2022,1210,0,
CAR,CAR1552,Ejido San Martín Cuautlalpan,Forestry - MX,MX,[],11/28/2022,10156,0,
CAR,CAR1434,Ejido San Pedro Buenavista,Forestry - MX,MX,[],5/18/2022,382,0,
CAR,CAR1432,Ejido sierra de Agua,Forestry - MX,MX,[],5/18/2022,492,0,
CAR,CAR1551,Ejido Tlalmanalco,Forestry - MX,MX,[],11/29/2022,14304,0,
CAR,CAR1500,Ejido Tonalaco,Forestry - MX,MX,[],5/18/2022,679,0,
CAR,CAR1544,Ejido Zacualtipán,Forestry - MX,MX,[],7/14/2022,1818,0,
CAR,CAR1345,El Nopalillo - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,330,0,
CAR,CAR1350,El Ocote - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,199,0,
CAR,CAR1356,El Ventorrillo - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,276,0,
CAR,CAR1360,Emiliano Zapata - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,162,0,
CAR,CAR1063,Farm Cove Community Forest,Improved Forest Management - ARB Compliance,US,[],11/8/2022,15843,0,
CAR,CAR416,Farm Power Rexville Regional Digester,Livestock Gas Capture/Combustion,US,[],8/9/2022,5123,0,
CAR,CAR1130,Finite Carbon - Lyme Brimstone Timberlands IFM,Improved Forest Management - ARB Compliance,US,[],10/27/2021,77245,0,http://www.finitecarbon.com
CAR,CAR1213,Finite Carbon - MWF Adirondacks IFM,Improved Forest Management - ARB Compliance,US,[],8/10/2021,34893,0,
CAR,CAR1062,Finite Carbon - Shannondale Tree Farm,Improved Forest Management - ARB Compliance,US,[],1/14/2022,4947,0,
CAR,CAR1173,Forest Carbon Partners - Berea College Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],11/24/2021,26217,0,
CAR,CAR1281,Four Hills Farm,Livestock - ARB Compliance,US,[],7/20/2022,11373,0,
CAR,CAR1106,Green Valley Dairy Methane Reduction Project,Livestock - ARB Compliance,US,[],9/12/2022,23606,0,
CAR,CAR489,Hidden View Dairy,Livestock Gas Capture/Combustion,US,[],12/28/2023,23788,0,http://N/A
CAR,CAR1353,Hueyapan - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,148,0,
CAR,CAR1366,Ixtula y Sembo - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,75,0,
CAR,CAR646,Katahdin Iron Works Ecological Reserve,Improved Forest Management,US,[],11/28/2023,17032,0,http://www.outdoors.org
CAR,CAR1355,La Estancia - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,247,0,
CAR,CAR1019,LA PERSEVERANCIA BIOGAS PLANT,Landfill - MX,MX,[],3/7/2023,6982,0,
CAR,CAR1354,Las Puentes y Anexos - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,894,0,
CAR,CAR1274,Lawnhurst Farms Methane Reduction Project,Livestock - ARB Compliance,US,[],10/21/2021,6374,0,
CAR,CAR1361,Los Romeros - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,373,0,
CAR,CAR1429,Manglares Ursulo Galvan,Forestry - MX,MX,[],11/29/2022,906,0,http://https://www.facebook.com/search/top?q=ejido%20%C3%BArsulo%20galv%C3%A1n
CAR,CAR1102,Montesol - Forest Carbon Partners Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],10/7/2022,1620,0,http://www.forestcarbonpartners.com
CAR,CAR1559,Nutrien NMPP Project,Nitrogen Management,US,[],8/4/2023,588,0,
CAR,CAR1438,Predio Las Piedras,Forestry - MX,MX,[],5/18/2022,521,0,
CAR,CAR1377,Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec,Forestry - MX,MX,[],6/26/2023,4045,0,
CAR,CAR1507,Proyecto forestal de carbono del Ejido Xbonil,Forestry - MX,MX,[],8/5/2022,10217,0,
CAR,CAR1465,Pueblos Mancomunados de Oaxaca,Forestry - MX,MX,[],7/5/2022,9606,0,
CAR,CAR1363,Puentecillas y Anexos - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,328,0,
CAR,CAR822,"Rainier Biogas, LLC",Livestock Gas Capture/Combustion,US,[],9/7/2022,7112,0,http://www.nativeenergy.com/pages/rainier_farm_biogas_project/626.php
CAR,CAR1358,Sabanetas - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,217,0,
CAR,CAR1388,San Jerónimo ZacapexCO2 - Bienes Comunales,Forestry - MX,MX,[],5/27/2022,4514,0,
CAR,CAR1387,San Jerónimo ZacapexCO2 - Ejido,Forestry - MX,MX,[],5/27/2022,9860,0,
CAR,CAR1357,San Lorenzo Sayula - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,484,0,
CAR,CAR1362,San Pedro Huixotitla - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,651,0,
CAR,CAR1351,Sangre de Cristo - ASRTulancingo,Forestry - MX,MX,[],11/1/2022,98,0,
CAR,CAR1184,Spruce Haven Farm COP,Livestock - ARB Compliance,US,[],2/1/2022,11869,0,
CAR,CAR1057,T&M Hidden View Dairy,Livestock - ARB Compliance,US,[],9/26/2022,18209,0,
CAR,CAR1359,Tecocomulco - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,179,0,
CAR,CAR1517,Two Fiets Digester,Livestock Gas Capture/Combustion,US,[],11/9/2022,524,0,
CAR,CAR1398,Veseth and Veseth Ranch,Avoided Grassland Conversion,US,[],3/10/2023,5950,0,
CAR,CAR1352,Xahuayalulco - ASRTulancingo,Forestry - MX,MX,[],7/8/2022,883,0,
CAR,CAR1458,A-Gas 1-2021,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],1/28/2021,84267,0,http://www.agasamericas.com
CAR,CAR1413,A-Gas 4-2020,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/20/2020,87667,0,http://www.agasamericas.com
CAR,CAR1441,A-Gas 5-2020,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/7/2020,78211,0,http://www.agasamericas.com
CAR,CAR1412,A-Gas UCSD1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/18/2020,24304,0,http://www.agasamericas.com
CAR,CAR1094,Ashford III,Improved Forest Management - ARB Compliance,US,[],10/15/2021,7674,0,
CAR,CAR973,Blue Source - Bishop Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],5/28/2021,379906,0,http://www.bluesource.com/contact/
CAR,CAR1122,"Bridgewater Dairy, LLC",Livestock - ARB Compliance,US,[],10/22/2021,7505,0,
CAR,CAR1136,CalBio ORRD Project,Livestock - ARB Compliance,US,[],1/23/2021,51095,0,
CAR,CAR1262,"Captura de Carbono en San Juan Lachao, Oaxaca",Forestry - MX,MX,[],4/7/2021,7135,0,
CAR,CAR1453,Captura de carbono forestal en el  Ejido Rincón de Guadalupe,Forestry - MX,MX,[],5/12/2021,1484,0,
CAR,CAR1448,Captura de carbono forestal en el Ejido El Capulín,Forestry - MX,MX,[],5/28/2021,3777,0,
CAR,CAR1454,Captura de carbono forestal en el Ejido El Potrero,Forestry - MX,MX,[],5/27/2021,2437,0,
CAR,CAR1450,Captura de carbono forestal en el Ejido San Jerónimo,Forestry - MX,MX,[],5/11/2021,3055,0,
CAR,CAR1451,Captura de carbono forestal en el Ejido San Juan,Forestry - MX,MX,[],6/25/2021,1505,0,
CAR,CAR1452,Captura de carbono forestal en el Ejido San Mateo,Forestry - MX,MX,[],7/22/2021,301,0,
CAR,CAR1445,Captura de carbono forestal en la Comunidad de Rincón de Guadalupe,Forestry - MX,MX,[],5/25/2021,438,0,
CAR,CAR1447,Captura de carbono forestal en la comunidad de San Miguel Tenextepec,Forestry - MX,MX,[],5/10/2021,699,0,
CAR,CAR1449,Captura de carbono forestal en la comunidad de Santa María y sus Barrios,Forestry - MX,MX,[],6/3/2021,3484,0,
CAR,CAR1375,Carbono Otomí La Florida,Forestry - MX,MX,[],2/5/2021,1348,0,http://www.ecoturismolaflorida.com.mx
CAR,CAR1401,ClimeCo ODS Destruction 33,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/27/2020,119156,0,http://www.climeco.com
CAR,CAR1456,ClimeCo ODS Destruction 34,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/22/2020,127338,0,http://www.climeco.com
CAR,CAR1076,CSE Arizona Facility,Livestock - ARB Compliance,US,[],11/13/2020,15571,0,
CAR,CAR982,Deer Run Digester,Livestock - ARB Compliance,US,[],3/16/2021,8973,0,http://www.energysystemsgroup.com
CAR,CAR1088,Finite Carbon - JTO Champion Property IFM,Improved Forest Management - ARB Compliance,US,[],9/2/2021,26029,0,
CAR,CAR1391,Finite Carbon - Lyme Wisconsin IFM,Improved Forest Management - ARB Compliance,US,[],9/15/2020,998971,0,
CAR,CAR1086,Finite Carbon - Potlatch Moro Big Pine CE IFM,Improved Forest Management - ARB Compliance,US,[],5/10/2021,17081,0,
CAR,CAR1314,Finite Carbon - Spokane Tribe of Indians IFM,Improved Forest Management - ARB Compliance,US,[],9/11/2020,64158,0,
CAR,CAR1217,Finite Carbon - West Grand Lake IFM,Improved Forest Management - ARB Compliance,US,[],10/7/2022,24569,0,
CAR,CAR1142,Fiscalini Farms Anaerobic Digester,Livestock - ARB Compliance,US,[],12/15/2021,3538,0,
CAR,CAR1183,Forest Carbon Partners - Mescalero Apache Tribe Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],1/20/2022,60059,0,http://www.steigerwaldt.com
CAR,CAR1080,George DeRuyter and Sons Dairy Methane Reduction Project,Livestock - ARB Compliance,US,[],7/27/2021,16917,0,
CAR,CAR1153,Holsum Elm Dairy,Livestock - ARB Compliance,US,[],3/11/2021,7054,0,
CAR,CAR1154,Holsum Irish Dairy,Livestock - ARB Compliance,US,[],3/11/2021,13104,0,
CAR,CAR1294,Lakeshore Dairy,Livestock - ARB Compliance,US,[],9/15/2020,14632,0,
CAR,CAR1253,Lambs Dairy Digester,Livestock - ARB Compliance,US,[],9/22/2020,1685,0,
CAR,CAR998,Maas Energy Works Van Warmerdam Dairy Digester,Livestock Gas Capture/Combustion,US,[],2/5/2021,2138,0,
CAR,CAR688,Noles North Avoided Conversion Forest Project,Avoided Conversion,US,[],12/22/2021,5909,0,
CAR,CAR802,Noles South Avoided Conversion Forest Project,Avoided Conversion,US,[],12/22/2021,5801,0,
CAR,CAR1418,Perfect Cycle ODS-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/23/2021,49687,0,http://www.perfectcycle.com
CAR,CAR1078,Stotz Southern Generation,Livestock - ARB Compliance,US,[],11/13/2020,21461,0,
CAR,CAR817,Tangipahoa GHG Project,Landfill Gas Capture/Combustion,US,[],8/14/2021,18726,0,http://www.tangipahoa.org/
CAR,CAR593,The B6 Dairy Farm BioFactory(R) Project,Livestock Gas Capture/Combustion,US,[],1/25/2021,28075,0,
CAR,CAR1160,Virginia Conservation Forestry Program - Clifton Farm,Improved Forest Management - ARB Compliance,US,[],2/4/2021,11405,0,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
CAR,CAR1159,Virginia Conservation Forestry Program - Rich Mountain,Improved Forest Management - ARB Compliance,US,[],2/3/2021,18909,0,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
CAR,CAR1147,Virginia Conservation Forestry Program - Tazewell - Elk Garden,Improved Forest Management - ARB Compliance,US,[],2/10/2021,43347,0,http://www.nature.org/ourinitiatives/regions/northamerica/unitedstates/virginia/placesweprotect/clinch-valley-conservation-forestry.xml
CAR,CAR1143,"WTE-Dallmann, LLC",Livestock - ARB Compliance,US,[],2/18/2021,18424,0,
CAR,CAR1232,Yippee Farms,Livestock - ARB Compliance,US,[],11/2/2020,2244,0,
CAR,CAR807,Alcoa Landfill Gas Destruction Project,Landfill Gas Capture/Combustion,US,[],1/25/2021,16922,0,
CAR,CAR497,Alligator River Avoided Conversion,Avoided Conversion,US,[],5/12/2020,8944,0,
CAR,CAR935,Arcata City Forest Barnum Tract,Improved Forest Management,US,[],5/7/2020,2483,0,http://www.cityofarcata.org
CAR,CAR575,Arcata Sunnybrae Tract,Improved Forest Management,US,[],5/7/2020,1069,0,http://www.cityofarcata.org
CAR,CAR772,"Citrus County, Florida Landfill Gas Flare Project",Landfill Gas Capture/Combustion,US,[],6/24/2020,3070,0,
CAR,CAR545,City of Garland Landfill Carbon Project,Landfill Gas Capture/Combustion,US,[],7/6/2020,90993,0,
CAR,CAR1376,ClimeCo ODS Destruction 32,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/18/2020,96280,0,http://www.climeco.com
CAR,CAR1151,Cottonwood Dairy Livestock Gas Capture Project,Livestock - ARB Compliance,US,[],3/2/2020,1738,0,
CAR,CAR1128,Farm Power Lynden Anaerobic Digester,Livestock - ARB Compliance,US,[],1/30/2020,6501,0,
CAR,CAR672,Finite Carbon - NEFF,Improved Forest Management,US,[],11/10/2020,2495,0,http://www.finitecarbon.com
CAR,CAR1297,Finite Carbon - Sieben Live Stock IFM,Improved Forest Management - ARB Compliance,US,[],9/4/2019,300300,0,
CAR,CAR1288,GJ TeVelde Ranch Dairy Digester,Livestock - ARB Compliance,US,[],2/27/2020,21734,0,
CAR,CAR1341,Hudson Tech 2019-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],7/29/2019,73462,0,
CAR,CAR1367,Hudson Tech 2019-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/10/2019,58918,0,
CAR,CAR694,Lucchesi Tract,Improved Forest Management,US,[],5/7/2020,1974,0,http://cityofarcata.org
CAR,CAR1389,N Fixing Microbes - Pivot Bio,Nitrogen Management,US,[],5/12/2021,3,0,
CAR,CAR1327,Perfect Cycle ODS-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/15/2019,65097,0,http://www.perfectcycle.com
CAR,CAR1368,Pine Creek Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],4/10/2020,494904,0,
CAR,CAR1015,Rips Redwoods,Improved Forest Management,US,[],9/16/2020,15295,0,http://www.forestdata.com
CAR,CAR1083,"Roeslein Alternative Energy of Missouri, LLC - South Meadow",Livestock - ARB Compliance,US,[],8/26/2020,16679,0,http://www.roesleinae.com
CAR,CAR432,St. Landry Parish Sanitary Landfill,Landfill Gas Capture/Combustion,US,[],12/10/2019,679,0,
CAR,CAR1283,Swiss Valley Farms,Livestock - ARB Compliance,US,[],4/23/2020,6845,0,
CAR,CAR1336,TCT Birmingham IFM Project,Improved Forest Management - ARB Compliance,US,[],12/11/2019,852600,0,
CAR,CAR1169,TMF Biofuels Dairy Digester,Livestock - ARB Compliance,US,[],2/5/2020,62707,0,
CAR,CAR1245,Van Steyn Dairy Digester,Livestock - ARB Compliance,US,[],9/30/2020,2842,0,
CAR,CAR498,Wolf Creek Landfill,Landfill Gas Capture/Combustion,US,[],12/24/2019,117982,0,
CAR,CAR1295,A-Gas 2018-3,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/5/2018,97831,0,http://www.agasamericas.com
CAR,CAR1296,A-Gas 2018-4,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],7/18/2018,110290,0,http://www.agasamericas.com
CAR,CAR1303,A-Gas 2018-5,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/17/2018,102700,0,
CAR,CAR1305,A-Gas 2018-7,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],9/7/2018,159218,0,
CAR,CAR1311,A-Gas 2018-8,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/31/2018,128012,0,http://www.agasamericas.com
CAR,CAR1312,A-Gas 2018-9,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],10/31/2018,93703,0,http://www.agasamericas.com
CAR,CAR1318,A-Gas 2019-1,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],3/25/2019,138241,0,http://www.agasamericas.com
CAR,CAR1290,A-Gas Americas 2018-2,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],2/20/2018,119844,0,http://www.agasamericas.com
CAR,CAR1279,ClimeCo ODS Destruction 24,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/31/2018,56727,0,http://www.climeco.com
CAR,CAR1280,ClimeCo ODS Destruction 25,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/3/2018,71572,0,http://www.climeco.com
CAR,CAR1300,ClimeCo ODS Destruction 26,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/16/2018,123703,0,http://www.climeco.com
CAR,CAR1301,ClimeCo ODS Destruction 27,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],11/16/2018,50473,0,http://www.climeco.com
CAR,CAR1302,ClimeCo ODS Destruction 28,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/26/2018,58745,0,http://www.climeco.com
CAR,CAR1309,ClimeCo ODS Destruction 29,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],4/26/2019,97696,0,http://www.climeco.com
CAR,CAR1310,ClimeCo ODS Destruction 30,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],5/28/2019,140146,0,http://www.climeco.com
CAR,CAR1326,ClimeCo ODS Destruction 31,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],6/24/2019,56139,0,http://www.climeco.com
CAR,CAR1308,Coolgas 2018-6,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],8/21/2018,60855,0,http://www.agasamericas.com
CAR,CAR1097,Dairy Dreams Methane Reduction Project,Livestock - ARB Compliance,US,[],7/16/2019,7293,0,
CAR,CAR1120,Fair Oaks Dairy Farm LLC GHD-Designed Digester,Livestock - ARB Compliance,US,[],7/3/2019,52589,0,
CAR,CAR1174,Forest Carbon Partners -- Eddie Ranch Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],12/15/2020,5919,0,http://www.forestcarbonpartners.com
CAR,CAR1103,Forest Carbon Partners -- Glass Ranch Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],12/17/2020,18627,0,
CAR,CAR1104,Forest Carbon Partners-Gabrych Ranch Improved Forest Management Project,Improved Forest Management - ARB Compliance,US,[],5/6/2020,17453,0,
CAR,CAR1135,"Grotegut Dairy Farm, Inc",Livestock - ARB Compliance,US,[],12/20/2019,5307,0,http://www.dteenergy.com
CAR,CAR1289,Irony,Ozone Depleting Substances - U.S. - ARB Compliance,US,[],12/17/2018,8330,0,
CAR,CAR1156,Maple Leaf Dairy East,Livestock - ARB Compliance,US,[],12/18/2019,685,0,
CAR,CAR1155,Maple Leaf Dairy West,Livestock - ARB Compliance,US,[],12/18/2019,6935,0,
CAR,CAR1022,New Energy One Livestock Project,Livestock - ARB Compliance,US,[],6/25/2019,33297,0,
CAR,CAR435,Northeast Mississippi Landfill,Landfill Gas Capture/Combustion,US,[],4/23/2020,91420,0,
CAR,CAR1178,Open Sky Ranch Dairy Digester,Livestock - ARB Compliance,US,[],6/3/2019,21275,0,
CAR,CAR1108,Pacific Rim Dairy Digester,Livestock - ARB Compliance,US,[],11/19/2019,19362,0,
CAR,CAR1070,Phase 1 Sustainable Forest Project,Improved Forest Management - ARB Compliance,US,[],1/6/2020,102530,0,
CAR,CAR1306,"Proyecto Carbono Forestal, Ejido San Nicolás Totolapan, CDMX",Forestry - MX,MX,[],8/28/2018,3788,0,
CAR,CAR892,Roanoke Valley Resource Authority - Smith Gap Regional Landfill,Landfill Gas Capture/Combustion,US,[],11/4/2019,63205,0,
CAR,CAR1081,"Roeslein Alternative Energy of Missouri, LLC - Valley View",Livestock - ARB Compliance,US,[],11/19/2019,32105,0,http://www.roesleinae.com
